neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,Survived
21,17,3,0,0,41
1,0,1,0,0,250
7,17,5,35,0,109
27,0,1,0,1,350
12,117,2,262,1,315
12,2,2,0,0,55
6,0,7,49,0,60
6,1,4,0,0,50
73,41,2,142,1,130
8,27,1,0,0,84
30,2,1,0,0,40
6,40,4,50,1,110
14,4,2,0,1,150
19,9,1,0,0,139
21,44,2,352,1,159
197,29,6,32,0,33
76,3,1,61,1,100
3,0,29,9,1,95
50,7,1,347,1,299
14,115,2,37,0,75
171,1,2,1,1,299
13,23,1,0,0,60
7,193,21,310,1,107
48,22,2,89,1,250
14,2,1,0,0,100
12,5,3,13,1,595
70,77,3,256,1,275
2,25,31,91,1,200
6,69,1,309,1,185
11,0,1,269,0,299
6,9,1,365,2,36
12,37,1,0,0,100
1,0,29,354,1,177
14,42,6,170,1,135
13,77,2,0,0,120
12,5,30,166,1,350
77,6,3,325,1,799
79,1,7,128,1,120
21,74,1,48,0,90
6,17,1,118,1,155
10,105,1,137,0,53
12,35,1,0,0,65
52,18,3,0,1,180
21,1,2,0,0,60
12,132,4,46,1,95
8,11,5,125,1,400
21,1,1,148,0,59
11,30,3,18,1,250
19,3,1,0,1,120
26,0,29,364,1,239
9,120,1,0,0,92
162,18,1,365,2,45
7,2,30,4,1,133
13,19,1,30,1,145
26,3,30,312,1,159
21,26,3,341,1,154
34,70,2,292,1,295
2,12,1,0,0,51
6,20,3,33,1,118
14,4,2,0,0,85
77,18,1,31,0,100
59,11,2,365,0,75
26,23,2,12,1,150
12,2,3,83,1,400
11,0,30,264,1,180
12,4,30,101,1,200
2,2,2,0,0,65
56,3,3,0,1,150
7,3,3,0,0,70
22,85,2,342,1,99
38,6,3,194,1,130
12,23,3,159,0,110
7,28,3,66,1,85
2,0,1,249,1,250
9,101,2,0,1,130
6,94,2,144,1,150
133,0,93,134,1,70
12,0,2,0,0,97
11,3,3,2,1,160
8,4,30,185,0,53
2,0,5,90,0,55
6,31,1,345,1,99
14,49,3,64,1,150
126,17,2,73,1,122
28,0,31,326,1,225
12,2,1,0,1,115
8,9,2,0,1,165
15,5,2,0,0,44
28,45,4,6,1,150
14,17,4,252,1,329
2,11,1,365,0,65
7,0,1,365,1,550
15,18,2,0,0,40
13,0,6,12,1,250
2,3,3,0,0,45
7,0,4,0,1,280
12,0,30,0,1,200
22,2,7,0,1,99
37,2,30,320,1,180
37,78,1,87,0,95
28,6,14,14,0,75
34,35,2,189,0,80
27,3,2,0,0,130
52,19,4,339,0,120
2,6,1,0,0,70
44,5,1,0,0,50
24,86,2,247,1,129
2,0,3,235,1,225
84,33,30,74,0,42
54,3,3,58,0,43
102,8,4,7,0,100
6,3,3,0,1,75
3,20,30,249,0,90
32,9,3,252,0,125
5,1,29,365,1,207
60,3,3,4,0,150
19,1,1,0,0,100
14,1,1,336,1,213
43,7,2,0,1,400
48,1,3,0,1,350
12,1,2,28,1,895
2,1,7,253,1,225
28,91,1,166,0,89
29,204,1,19,0,35
96,11,1,0,1,144
21,3,1,319,0,70
12,10,14,249,1,100
7,23,1,106,1,150
76,3,3,147,1,123
2,7,1,0,0,70
8,22,6,0,0,95
6,32,3,329,0,50
6,0,7,0,0,30
16,8,11,0,1,149
14,43,3,63,1,200
121,63,4,101,1,95
6,35,3,283,1,100
6,10,5,0,1,175
49,1,1,0,1,125
6,2,1,127,1,350
28,9,30,342,1,185
6,2,1,0,0,40
4,22,1,329,0,128
12,0,5,4,0,49
11,0,3,0,1,190
147,11,2,51,1,300
29,79,14,336,0,90
155,20,1,147,1,150
64,0,2,0,1,500
23,29,1,162,1,199
31,30,2,242,0,45
8,4,4,0,0,60
56,68,2,0,1,99
12,69,1,85,0,100
24,4,2,321,0,70
23,7,3,0,1,200
28,0,30,189,1,206
54,0,1,0,0,200
31,2,30,0,0,43
8,0,7,0,0,90
64,0,30,365,1,199
7,51,2,139,0,145
12,2,2,174,0,90
6,10,2,38,1,225
31,169,3,302,1,199
8,4,4,0,1,165
6,2,6,0,0,50
21,4,2,0,0,55
17,2,30,222,1,100
77,0,30,312,1,309
8,9,3,0,0,87
12,5,1,90,0,101
12,3,7,0,1,199
21,16,3,0,0,50
145,23,1,189,1,120
21,76,3,23,0,65
20,0,7,0,0,75
83,9,2,365,0,50
24,0,1,0,0,90
2,3,4,0,0,160
22,7,4,20,0,35
194,0,1,0,1,62
2,1,5,354,0,90
15,23,28,336,1,155
87,5,3,0,1,135
54,2,2,45,0,118
75,28,2,69,1,99
15,1,3,56,0,90
17,5,1,232,1,55
21,1,7,310,0,50
152,73,1,340,0,59
19,9,5,0,1,169
12,93,3,23,1,125
56,86,4,324,0,75
14,6,1,0,1,180
12,7,3,86,1,150
12,0,2,274,0,45
5,1,30,365,1,222
19,0,2,109,1,215
21,39,2,0,0,43
21,0,1,0,0,60
2,4,1,260,0,70
21,0,30,157,0,43
11,0,3,0,1,148
1,9,30,342,1,200
188,2,2,0,0,42
7,0,4,0,1,250
7,0,30,333,1,159
24,3,2,0,1,90
70,50,4,89,1,159
70,10,3,90,0,85
3,232,2,261,1,196
20,2,11,15,1,150
12,1,1,0,0,58
37,474,1,332,0,55
103,27,1,95,0,80
64,1,1,0,0,109
5,2,1,0,0,130
3,38,2,158,0,98
70,55,2,86,1,120
51,2,3,1,1,250
52,26,1,0,1,149
207,1,3,189,1,103
56,0,11,0,0,85
8,163,1,32,0,137
14,55,4,161,1,239
61,34,1,170,1,69
16,6,2,227,1,545
21,1,14,67,0,45
71,0,30,0,1,290
19,11,12,21,0,73
14,0,1,359,0,149
19,7,2,1,0,78
11,20,3,0,1,164
6,2,1,311,0,100
4,24,1,314,1,185
70,0,1,297,1,80
30,1,15,1,1,67
1,1,3,0,1,399
36,32,3,36,1,200
79,22,4,123,1,150
20,1,1,0,0,45
6,6,2,279,0,69
23,32,5,341,0,167
187,9,3,311,0,69
1,19,10,101,1,299
6,33,2,246,1,160
21,44,1,365,0,85
21,125,3,269,1,320
15,2,4,0,1,79
46,22,1,81,0,60
14,34,5,302,1,226
55,37,1,172,1,99
21,5,3,298,0,42
21,1,3,0,0,40
6,0,2,0,0,50
21,0,1,0,2,85
20,31,2,0,1,210
4,0,1,25,1,98
12,56,5,18,1,128
70,1,15,213,0,36
12,3,4,4,1,210
12,47,3,188,0,58
28,95,5,182,1,200
15,0,3,0,0,50
11,1,4,0,1,200
7,18,30,173,1,225
15,1,4,15,0,55
2,1,1,0,0,90
12,6,3,12,1,199
28,57,4,0,1,300
49,0,6,0,1,110
79,0,3,0,1,179
12,0,1,0,0,95
53,2,2,23,0,95
12,1,3,352,1,650
2,0,25,1,0,59
3,0,1,6,1,100
2,31,6,18,0,79
77,14,3,54,1,485
21,26,1,74,0,50
1,12,1,0,0,120
12,4,2,135,2,70
19,16,1,50,1,169
15,13,4,0,1,119
42,219,1,353,0,40
12,1,4,0,1,90
63,4,3,154,1,268
27,0,2,0,1,550
22,4,1,109,0,65
15,0,15,0,0,40
1,2,7,64,1,170
83,0,30,0,0,33
23,1,5,0,0,85
7,1,3,0,1,375
98,5,3,45,1,120
6,8,1,272,1,120
64,22,2,3,1,200
12,1,1,0,1,120
38,0,1,0,0,46
68,3,1,0,1,96
100,1,1,365,0,100
20,2,30,354,1,210
26,0,1,0,1,449
19,16,1,0,0,150
7,123,1,245,0,99
8,50,1,0,0,95
2,13,3,6,0,80
11,4,3,0,0,75
30,2,20,100,1,75
83,202,1,143,1,80
12,0,4,188,1,250
19,0,2,0,0,90
12,5,2,86,0,85
20,1,2,0,0,55
52,5,3,38,1,315
49,0,14,68,0,50
47,26,6,237,1,90
26,2,1,0,0,80
54,2,30,306,0,48
21,0,1,0,0,70
43,7,2,346,1,198
28,1,6,39,1,219
71,46,3,25,0,99
30,0,30,8,1,100
8,0,1,0,1,250
30,0,3,344,0,120
3,10,2,22,0,95
14,0,1,0,2,250
11,0,7,0,1,250
15,4,1,153,0,70
103,2,1,0,1,50
44,0,30,340,0,47
1,0,30,352,1,239
26,54,30,335,0,95
20,2,3,0,0,50
14,12,1,8,1,200
6,0,30,221,0,39
21,30,2,0,0,50
1,59,5,58,1,250
21,9,5,0,0,54
4,31,5,24,1,150
2,14,2,35,0,73
21,3,1,0,0,40
37,77,1,362,0,49
44,8,3,16,1,99
71,2,30,218,1,280
63,5,1,35,0,72
28,20,2,0,1,275
55,53,2,341,0,37
6,2,3,0,1,130
19,0,2,26,0,185
7,41,1,170,0,195
12,2,3,0,0,75
18,22,2,283,1,200
2,49,2,178,0,80
6,195,7,284,1,110
12,20,2,179,0,65
21,4,3,0,1,80
14,70,7,266,1,249
8,1,7,0,1,250
19,12,2,0,1,240
81,0,1,0,0,34
23,4,2,233,1,200
68,0,7,0,0,100
30,0,1,0,0,70
15,10,2,0,1,150
11,0,7,365,1,500
70,177,3,297,1,169
126,6,2,259,0,31
28,211,3,230,1,125
7,0,1,0,0,105
19,46,6,40,1,120
15,12,2,351,0,38
12,1,2,0,1,200
12,7,1,0,0,45
53,89,28,0,1,199
64,24,1,14,1,430
3,41,2,343,1,280
6,9,4,132,1,150
56,33,2,305,1,110
79,6,1,0,0,65
2,0,5,0,0,80
23,57,3,168,1,300
45,0,5,0,1,290
8,0,1,0,0,60
150,7,3,358,1,148
20,5,2,0,0,53
33,13,2,160,0,80
7,101,2,42,2,116
44,22,1,59,0,50
43,4,4,0,0,96
19,245,2,96,0,68
12,19,3,310,0,99
9,3,3,0,0,65
7,1,30,332,1,160
53,4,31,93,1,138
2,7,90,90,1,110
8,0,7,38,1,590
33,1,4,0,0,90
43,5,1,0,0,80
28,2,4,0,1,209
12,0,3,0,0,55
1,0,30,226,1,199
20,58,1,152,0,37
147,7,1,0,0,28
19,8,10,0,0,100
6,1,1,0,0,60
6,1,3,116,0,45
7,94,1,215,1,150
23,8,3,333,0,200
6,174,2,5,1,135
6,10,5,0,0,47
15,2,3,19,1,85
55,65,2,293,0,135
49,2,3,0,1,70
8,42,3,4,1,170
17,14,2,1,1,267
23,5,4,327,1,400
2,34,4,56,1,95
11,19,88,249,1,151
70,0,1,88,0,60
11,9,2,0,1,230
6,3,2,343,2,37
2,21,1,343,0,85
15,34,3,249,1,115
23,1,1,0,1,170
28,0,30,364,1,200
3,1,3,0,1,190
34,9,1,0,1,115
79,11,30,312,0,65
34,0,1,0,0,90
20,42,1,10,1,75
155,6,1,65,0,57
14,2,1,0,0,100
2,69,4,110,1,300
28,0,6,0,1,750
16,127,1,88,0,105
56,6,1,0,0,50
7,14,2,236,1,499
12,8,3,0,1,220
43,7,2,253,1,475
14,2,1,0,0,70
27,42,4,306,1,400
81,34,1,49,0,80
20,19,5,95,0,80
19,28,1,328,0,180
1,0,30,352,1,239
6,24,2,194,1,149
21,12,2,0,0,75
33,1,5,0,0,59
23,9,13,44,1,250
15,9,5,0,1,100
15,1,1,0,0,85
44,2,30,225,0,42
6,3,7,0,0,55
106,3,3,0,0,60
71,2,30,339,1,200
43,0,29,332,1,167
43,1,7,365,0,169
26,0,20,0,1,120
8,0,4,324,1,350
56,11,1,319,0,55
15,0,2,0,0,65
23,0,5,0,1,350
24,2,1,0,1,102
4,190,4,215,1,225
12,7,7,0,1,98
28,1,30,273,1,249
7,1,1,0,1,150
10,4,1,0,1,145
19,1,12,164,1,140
28,60,3,169,0,74
152,17,1,0,0,45
2,78,1,40,1,125
79,15,3,10,1,135
56,21,3,349,1,150
182,51,2,325,0,50
5,1,3,3,1,140
13,86,3,286,1,170
2,0,1,180,0,120
21,131,1,321,1,390
22,169,3,188,0,70
14,71,1,12,1,195
2,10,3,0,1,250
4,161,3,24,0,108
63,1,9,322,1,16
14,0,29,311,1,277
78,0,1,0,0,300
19,3,2,0,0,80
23,0,14,318,2,35
46,3,2,348,1,129
1,1,1,0,0,350
56,36,2,0,0,40
6,29,1,84,0,75
6,14,7,364,0,45
7,6,3,0,1,300
2,21,7,363,0,50
8,0,1,269,0,159
56,1,2,0,0,48
6,0,2,0,0,55
21,5,4,0,0,40
101,9,1,0,0,90
28,22,5,7,1,250
38,0,4,0,1,1000
13,37,3,0,0,68
8,3,3,0,1,150
19,14,1,332,0,135
11,6,2,0,1,205
81,3,2,0,0,70
27,0,1,0,1,900
21,3,5,7,1,140
15,0,6,0,1,84
158,6,30,354,0,40
30,8,1,53,0,50
13,0,30,342,0,48
16,1,4,0,1,125
38,18,3,0,1,185
19,0,5,0,1,250
15,101,30,62,1,75
15,7,1,0,1,69
21,3,1,4,1,100
68,177,2,285,0,69
54,1,1,365,2,85
27,0,5,83,1,650
27,0,2,0,1,500
149,2,1,0,0,80
68,22,3,0,0,295
7,5,5,0,1,125
6,6,4,0,1,94
68,0,31,365,1,250
6,9,2,57,1,139
118,5,5,310,0,50
22,59,5,247,0,45
21,1,1,170,0,69
2,1,3,0,0,100
43,0,30,341,1,289
4,2,6,0,1,125
44,3,3,0,0,55
28,5,30,140,1,150
26,0,1,20,1,299
6,10,2,262,1,130
12,2,3,0,0,75
2,6,1,0,1,185
7,8,4,7,1,300
3,6,4,15,1,160
162,4,1,346,2,24
69,1,3,0,0,49
45,0,1,344,1,600
83,22,4,100,0,68
79,9,1,35,1,100
13,6,7,19,1,95
2,89,3,324,0,175
14,2,3,0,1,229
1,0,30,242,1,179
87,24,1,327,0,66
8,4,1,0,0,125
30,34,2,365,0,185
7,49,2,283,1,235
52,70,2,339,1,290
7,4,1,36,1,190
4,7,2,0,0,89
52,1,3,0,1,191
7,31,1,84,1,299
12,47,15,8,0,80
3,0,3,0,2,99
16,8,10,30,1,305
85,48,1,180,0,85
10,4,3,41,1,169
84,9,1,330,0,100
6,2,5,0,0,45
44,28,7,157,0,90
6,1,1,0,0,70
27,35,2,294,1,183
21,14,2,87,0,90
64,4,7,0,0,165
12,1,4,0,1,155
52,0,7,0,1,150
1,0,28,241,1,675
20,8,30,308,1,199
28,12,7,32,1,150
1,9,1,15,2,99
70,2,7,258,0,38
23,3,2,13,1,200
93,139,2,263,1,180
11,15,3,166,1,180
8,43,1,0,1,180
25,1,5,0,1,125
14,6,3,0,1,350
8,1,30,332,1,275
6,18,6,0,1,100
21,79,1,46,1,108
15,0,1,0,0,80
29,144,1,0,0,50
64,3,12,332,0,89
4,8,3,318,1,350
18,32,2,19,1,125
2,17,3,341,0,57
1,44,1,4,0,120
126,12,5,320,0,45
6,11,3,2,1,150
77,0,30,280,1,894
1,1,7,0,1,139
103,128,1,278,0,49
12,201,2,106,1,99
149,3,1,87,0,90
25,3,2,0,0,95
13,5,1,0,1,300
15,1,1,0,0,90
6,47,4,3,0,95
28,3,30,353,1,200
21,4,4,0,0,75
15,1,3,0,1,100
39,64,2,6,0,65
81,0,30,0,0,34
1,3,2,78,1,150
12,1,5,14,1,129
21,14,1,37,0,185
2,11,3,1,0,55
30,142,2,80,0,83
31,0,30,0,0,41
30,1,1,0,0,49
24,114,5,323,0,49
21,8,2,311,0,36
44,4,4,0,1,90
12,156,3,21,1,191
1,2,3,2,0,400
6,0,1,365,2,200
8,72,2,275,0,115
6,195,2,40,0,59
2,86,3,224,0,75
28,0,3,0,0,120
44,0,3,365,0,60
7,1,30,357,1,215
128,32,2,156,0,50
79,4,1,0,0,65
12,10,4,0,1,250
193,57,2,144,1,110
50,3,14,0,1,115
15,0,1,0,1,157
68,3,2,3,1,155
54,4,1,125,0,65
45,0,5,0,0,50
11,61,3,150,1,345
64,0,1,9,1,500
6,41,2,39,0,45
6,4,1,0,0,80
6,11,2,0,0,33
12,0,3,0,2,175
8,10,1,0,2,62
12,4,2,0,1,90
15,75,1,103,1,162
1,133,3,9,0,107
152,2,1,179,0,60
28,21,2,9,1,16
16,56,2,60,0,90
12,1,1,0,0,75
12,56,3,55,1,225
2,0,15,0,0,35
15,24,3,9,0,65
7,61,1,316,0,90
117,0,7,0,1,65
34,18,1,0,1,250
56,1,2,16,1,83
68,120,3,18,0,97
14,0,5,46,1,270
20,0,4,0,0,67
33,4,7,256,1,495
8,9,1,0,0,60
8,3,3,0,1,200
7,14,3,0,1,400
4,2,2,11,0,90
7,98,5,48,0,130
4,1,2,0,0,75
12,96,1,237,0,89
8,2,30,365,1,350
38,10,30,246,1,123
68,41,4,10,1,499
14,21,3,16,1,795
15,20,2,0,1,95
2,72,2,0,0,81
20,0,1,365,0,119
2,6,30,365,0,65
1,0,2,0,0,200
126,55,1,27,0,45
21,2,30,32,1,177
15,7,5,14,2,24
6,1,1,365,0,206
19,3,4,0,0,95
1,0,5,40,1,425
6,19,1,34,1,110
15,0,5,0,0,65
6,34,60,189,0,60
6,7,1,0,0,55
21,1,1,365,0,155
8,0,4,248,1,399
2,8,2,314,1,299
39,4,1,82,0,50
64,7,3,246,0,399
8,2,30,215,1,175
1,1,30,327,1,140
83,17,2,314,0,65
9,16,1,318,1,210
46,14,3,257,1,63
39,3,5,0,1,120
52,161,1,125,0,79
12,0,1,0,1,200
6,5,3,0,1,100
11,17,1,365,0,225
46,15,1,164,0,39
1,3,3,357,0,389
188,3,1,150,0,100
21,4,2,0,0,30
14,17,1,87,0,133
7,430,2,220,0,79
28,1,1,0,1,120
2,228,2,247,0,70
51,1,4,0,2,30
15,55,2,282,0,88
149,8,1,0,0,45
154,2,2,52,1,97
17,2,1,0,1,250
16,1,1,0,0,70
15,1,5,290,1,160
12,0,6,0,0,430
28,2,31,327,1,206
146,0,3,0,1,150
4,4,1,0,0,51
21,1,5,0,0,45
19,3,5,0,1,125
7,3,30,0,1,185
12,15,31,223,1,100
95,33,1,31,0,42
51,2,2,43,0,100
23,27,3,0,0,155
68,75,3,242,0,57
54,1,7,364,0,80
76,43,3,173,0,60
39,18,2,344,2,39
12,43,2,0,0,119
6,3,30,348,0,42
19,1,1,0,0,45
76,4,5,0,0,40
12,1,3,0,0,140
109,1,5,87,0,40
30,4,60,364,0,125
6,108,7,359,1,150
19,0,1,0,1,400
1,6,1,0,0,295
48,15,2,51,1,295
12,7,2,207,0,85
3,11,2,0,1,150
28,0,30,365,1,200
7,79,6,137,1,250
52,17,3,356,1,349
56,0,5,0,1,130
2,2,1,104,1,114
21,39,2,209,1,200
12,2,6,0,1,114
160,7,10,197,0,75
6,4,5,23,0,52
8,5,1,61,1,299
87,26,2,180,0,70
43,6,7,351,0,150
50,1,3,0,0,95
6,1,4,325,0,52
62,2,2,152,1,200
98,36,3,1,0,64
2,1,3,65,0,138
136,14,1,206,0,50
49,19,4,89,0,55
100,10,1,83,1,168
7,15,5,7,1,140
20,6,2,49,1,250
37,4,1,333,0,50
15,37,1,89,0,47
45,122,4,233,0,99
7,6,3,76,1,285
44,2,7,190,1,80
107,0,3,365,0,55
27,2,4,60,0,400
111,77,2,0,0,49
1,1,3,204,1,699
3,16,2,78,1,250
8,10,7,68,1,150
119,4,1,0,1,150
13,1,30,220,0,48
28,7,2,0,1,160
79,52,3,297,1,225
23,1,5,0,1,240
7,0,30,303,1,250
6,63,3,310,0,70
12,0,3,0,1,170
11,4,1,330,0,90
12,20,2,153,1,418
8,5,30,365,1,87
1,0,7,0,1,1200
5,2,1,0,0,75
6,27,3,78,0,65
0,11,2,0,1,95
14,2,30,67,1,125
23,5,1,0,2,68
19,7,2,36,1,200
114,4,2,0,0,50
87,1,7,365,0,90
11,8,3,0,0,250
7,334,2,279,0,59
43,0,29,328,1,164
2,25,3,0,1,200
14,30,2,274,1,299
12,26,2,156,0,55
6,5,6,0,0,52
21,8,1,0,1,60
110,59,30,354,0,75
12,45,4,13,1,150
43,2,30,332,1,178
48,0,2,5,0,295
1,0,1,350,0,450
34,19,30,208,1,200
30,6,2,169,0,55
28,5,4,95,0,135
7,49,2,205,1,200
6,1,5,0,0,50
12,0,2,0,0,70
15,2,5,0,0,44
1,0,3,365,0,599
12,3,3,353,1,500
12,17,3,0,0,48
12,17,2,0,1,150
45,7,1,0,1,170
12,45,2,245,0,90
126,51,2,300,1,184
6,7,3,0,0,60
20,1,5,78,0,70
1,7,2,0,1,120
19,68,4,41,1,190
6,0,7,0,1,125
1,18,3,0,0,129
70,71,3,360,0,75
59,14,2,26,0,50
29,1,30,219,1,95
13,2,4,22,1,186
20,0,2,0,0,55
1,0,28,257,1,714
2,2,30,7,1,135
32,3,1,0,0,200
7,0,30,365,1,199
2,7,1,0,0,56
20,2,3,6,1,149
6,0,30,331,0,42
30,0,2,365,0,97
12,25,1,358,2,25
8,17,1,39,2,60
4,73,1,34,0,65
12,13,3,0,1,200
5,1,29,347,1,184
132,0,1,0,0,115
21,4,7,0,1,65
87,3,1,120,0,55
6,2,2,177,1,150
56,75,1,317,1,150
7,263,5,236,0,124
42,32,2,17,0,80
121,0,12,0,0,105
19,2,8,0,0,80
10,12,5,192,1,163
8,37,1,176,1,175
15,0,2,0,0,80
22,0,3,0,0,60
83,0,2,188,0,70
16,86,2,185,1,120
14,64,3,18,1,350
3,27,2,159,1,100
30,2,1,341,0,55
6,131,1,241,1,115
28,3,4,0,1,139
71,2,1,359,0,100
3,1,2,0,0,75
129,24,3,308,1,170
12,0,30,235,1,100
103,7,2,341,1,149
15,2,2,12,1,139
4,10,2,5,0,52
7,1,7,0,0,79
28,1,2,0,1,500
36,222,2,279,1,159
12,1,1,0,0,70
5,5,4,167,1,600
12,0,1,0,1,1200
18,1,1,0,1,120
20,9,3,365,0,100
49,57,6,275,1,187
30,1,15,159,0,60
38,227,4,247,1,189
4,0,120,0,2,35
2,6,30,86,1,83
2,26,16,31,1,76
15,59,4,28,1,90
8,0,2,0,1,260
7,42,1,181,2,99
103,2,1,123,2,34
8,1,3,0,0,72
29,173,3,265,1,189
37,54,4,64,0,30
12,15,3,254,0,110
15,6,4,250,1,250
56,2,90,341,0,30
51,2,4,0,0,79
12,3,4,11,1,198
32,7,3,0,1,150
73,3,7,29,0,36
4,169,2,166,0,95
2,3,5,0,0,120
15,16,1,365,0,100
6,103,2,144,1,175
21,20,1,332,0,70
33,82,1,152,1,350
25,4,6,105,1,250
28,20,14,43,1,160
1,20,2,1,0,250
11,2,15,31,1,196
40,0,30,349,1,312
2,42,5,281,1,165
30,0,3,0,1,215
19,8,4,232,1,199
17,208,1,260,0,62
18,2,1,0,1,80
14,9,3,0,1,189
8,0,45,0,0,35
24,3,3,0,1,135
56,0,5,348,1,150
6,27,1,137,1,170
6,19,1,289,0,75
7,9,30,105,1,117
61,252,2,290,1,97
19,4,4,204,1,199
10,1,2,0,1,149
117,0,1,0,0,100
8,152,1,228,1,165
15,2,3,219,1,475
37,3,30,244,1,140
23,3,14,322,2,35
52,5,2,0,0,99
81,3,29,2,0,35
19,85,3,0,0,175
3,14,6,156,1,350
37,2,1,0,1,120
113,1,1,365,0,119
21,14,3,0,0,45
43,6,2,329,1,188
5,1,30,332,1,111
15,107,3,255,0,75
8,68,4,57,0,99
20,2,3,23,0,95
15,2,1,0,1,88
12,31,1,279,0,85
7,16,45,0,1,139
20,4,30,357,1,129
8,0,1,0,1,275
23,230,1,319,1,210
56,17,5,208,0,69
7,1,2,0,1,245
12,19,28,297,0,45
7,5,30,363,1,175
123,66,2,59,0,85
19,116,1,238,0,73
24,0,30,361,0,45
1,0,30,365,1,340
1,0,30,364,1,748
12,221,1,206,0,85
28,56,3,138,0,82
18,0,5,0,1,75
38,6,4,0,1,135
2,8,5,9,1,75
20,3,3,74,1,129
20,1,1,0,1,125
39,1,2,0,2,79
14,6,2,270,1,949
21,1,30,326,0,50
38,1,2,5,1,160
5,0,2,0,1,200
18,1,1,132,0,70
37,26,2,180,0,46
14,13,4,4,1,180
6,58,1,152,0,43
34,2,4,55,1,150
52,0,4,74,1,500
6,26,3,47,0,60
14,1,14,0,0,140
4,7,1,0,0,100
2,2,1,0,0,93
121,22,3,292,1,150
6,0,1,0,0,50
3,14,1,0,0,85
56,23,1,3,0,51
28,4,12,171,1,135
28,7,3,0,0,110
8,2,30,343,1,264
80,0,1,179,0,200
6,30,2,314,0,55
44,2,14,0,0,30
2,11,2,263,0,120
3,0,3,0,0,60
7,0,5,0,1,170
20,3,5,242,0,120
12,44,1,0,0,60
5,1,1,2,0,80
21,6,2,99,1,350
19,0,5,0,1,200
4,85,2,117,0,105
14,2,5,0,1,93
49,10,2,0,0,50
2,61,3,285,0,47
21,19,3,272,1,399
20,3,2,178,1,175
6,2,1,0,0,56
56,3,1,188,0,70
12,1,3,9,1,180
71,0,30,340,1,256
17,118,2,353,0,80
31,162,1,332,1,87
36,8,3,10,0,142
14,33,1,12,0,100
29,5,4,21,1,200
6,8,2,14,0,40
18,3,1,5,1,100
103,138,1,111,1,125
117,0,90,365,1,111
28,1,4,0,1,465
10,2,2,0,1,150
22,19,1,98,0,45
11,3,14,31,0,100
21,7,30,156,1,84
12,10,6,0,1,320
23,7,1,360,0,119
28,2,2,105,1,140
15,0,1,0,0,40
11,10,1,0,1,228
2,17,3,230,0,70
15,109,2,131,0,45
21,2,2,0,1,200
12,5,2,4,0,68
12,0,5,67,0,59
30,4,2,336,0,62
7,63,3,7,1,100
12,1,2,3,0,57
127,5,2,298,1,87
14,1,4,228,1,200
71,0,29,342,1,215
43,0,29,326,1,100
9,1,3,0,0,70
172,39,2,45,1,67
108,1,3,128,1,70
33,4,2,0,1,100
2,44,2,77,0,75
15,0,1,0,0,45
30,6,3,46,1,250
6,0,10,156,1,120
68,16,1,0,0,110
11,0,1,0,1,450
7,0,3,0,1,175
18,2,1,324,0,100
75,4,5,269,1,80
21,16,2,55,1,100
15,7,4,28,1,130
11,8,5,0,0,100
26,12,2,0,1,195
14,3,3,0,1,435
21,3,4,0,1,110
64,7,2,252,1,200
21,1,1,74,0,80
70,0,3,23,0,49
12,0,1,0,1,120
68,38,2,322,1,250
21,1,31,35,0,39
26,10,3,8,1,150
14,3,2,0,1,250
3,1,30,9,1,200
23,130,2,276,0,115
1,38,4,309,1,620
7,63,1,216,1,269
15,85,3,193,1,69
71,0,14,35,0,70
2,1,1,0,0,50
84,6,1,365,1,750
20,15,7,365,0,75
6,4,2,0,0,50
37,10,1,163,0,80
85,11,2,3,0,35
28,0,1,0,0,150
83,0,20,175,0,60
21,0,1,5,0,60
54,3,1,0,0,48
2,5,2,90,0,95
87,0,1,95,0,55
96,1,8,0,1,75
30,1,1,66,0,45
33,1,5,0,1,110
30,3,30,323,1,125
21,19,2,0,1,160
6,0,3,0,0,48
25,14,2,90,0,97
12,7,1,1,1,110
26,0,3,0,1,175
1,4,1,5,1,150
15,22,2,365,1,149
44,1,5,0,1,100
12,0,2,95,1,300
63,51,2,0,1,69
20,68,2,100,1,150
26,5,1,0,1,152
22,9,4,328,1,140
37,33,1,80,0,45
4,7,7,328,0,75
21,5,1,0,0,70
5,3,30,180,1,150
2,19,2,37,1,125
19,15,1,0,0,75
189,0,30,88,1,121
16,13,7,33,1,189
44,0,2,88,0,80
6,4,15,0,0,50
12,2,1,0,1,360
183,5,2,95,1,68
14,0,6,0,1,300
6,0,15,0,2,35
19,27,2,63,1,175
6,2,18,341,0,37
7,5,6,105,1,399
28,76,1,281,0,100
8,1,3,0,1,175
28,0,29,220,1,150
9,13,1,2,0,100
26,9,3,0,1,175
126,0,1,73,0,50
7,16,1,255,0,150
12,7,2,0,0,55
103,43,1,0,1,85
8,3,1,345,0,299
153,1,3,78,1,150
5,1,3,187,1,299
48,51,3,336,1,399
43,2,1,246,1,265
44,6,7,365,0,140
82,0,60,358,0,85
3,0,5,0,1,125
6,6,10,5,0,50
5,0,4,365,0,335
12,1,2,0,0,100
2,0,1,2,0,49
12,45,2,325,2,62
75,1,7,0,1,120
23,1,1,364,0,125
7,2,3,30,0,225
2,0,1,115,0,47
56,10,3,64,1,125
56,0,1,13,0,55
12,10,3,180,0,119
2,171,2,234,0,88
46,129,1,180,0,80
8,5,2,0,0,100
70,9,2,342,0,55
43,3,2,310,1,223
